set_number,sentID_in_set,theme,numerosity,tense,sentence,word_count,structure,sentID_in_dataset,Correction,Comment
13,13,daily routine,plural,present,The women who the nurses helped eat breakfast.,9,standard_object_a,301,x,
13,14,daily routine,plural,present,The women who the nurses helped slowly eat breakfast.,10,standard_object_b,302,x,
13,15,daily routine,plural,present,The young women who the nurses helped eat breakfast.,10,standard_object_c,303,x,
13,16,daily routine,plural,present,The young women who the nurses helped slowly eat breakfast.,11,standard_object_d,304,x,
13,17,daily routine,plural,present,The women who made the smoothies that were in the blender eat breakfast.,14,nested_subject_a,305,x,
13,18,daily routine,plural,present,The women who made the smoothies that were in the blender slowly eat breakfast.,15,nested_subject_b,306,x,
13,19,daily routine,plural,present,The young women who made the smoothies that were in the blender eat breakfast.,15,nested_subject_c,307,x,
13,20,daily routine,plural,present,The young women who made the smoothies that were in the blender slowly eat breakfast.,16,nested_subject_d,308,x,
13,21,daily routine,plural,present,The women who the aunts who the handymen trusted visited eat breakfast.,13,nested_object_a,309,x,
13,22,daily routine,plural,present,The women who the aunts who the handymen trusted visited slowly eat breakfast.,14,nested_object_b,310,x,
13,23,daily routine,plural,present,The young women who the aunts who the handymen trusted visited eat breakfast.,14,nested_object_c,311,x,
13,24,daily routine,plural,present,The young women who the aunts who the handymen trusted visited slowly eat breakfast.,15,nested_object_d,312,x,
14,1,daily routine,plural,present,The parent make breakfast.,4,baseline_a,313,,
14,2,daily routine,plural,present,The parent meticulously make breakfast for the kids.,5,baseline_b,314,,
14,3,daily routine,plural,present,The busy parent make breakfast for the kids.,5,baseline_c,315,,
14,4,daily routine,plural,present,The busy parent meticulously make breakfast for the kids.,6,baseline_d,316,,
14,5,daily routine,plural,present,The parent in their home make breakfast for the kids.,7,control_a,317,x,
14,6,daily routine,plural,present,The parent in their home meticulously make breakfast for the kids.,8,control_b,318,x,
14,7,daily routine,plural,present,The busy parent in their home make breakfast for the kids.,8,control_c,319,x,
14,8,daily routine,plural,present,The busy parent in their home meticulously make breakfast for the kids.,9,control_d,320,,
14,9,daily routine,plural,present,The parent who slept well make breakfast for the kids.,7,standard_subject_a,321,,
14,10,daily routine,plural,present,The parent who slept well meticulously make breakfast for the kids.,8,standard_subject_b,322,,
14,11,daily routine,plural,present,The busy parent an who slept well make breakfast for the kids.,8,standard_subject_c,323,,
14,12,daily routine,plural,present,The busy parent who slept well meticulously make breakfast for the kids.,9,standard_subject_d,324,,
14,13,daily routine,plural,present,The parent who their children woke make breakfast for the kids.,8,standard_object_a,325,,
14,14,daily routine,plural,present,The parent who their children woke meticulously make breakfast for the kids.,9,standard_object_b,326,,
14,15,daily routine,plural,present,The busy parent who their children woke make breakfast for the kids.,9,standard_object_c,327,,
14,16,daily routine,plural,present,The busy parent who their children woke meticulously make breakfast for the kids.,10,standard_object_d,328,,
14,17,daily routine,plural,present,The parent who read the recipes that were new make breakfast for the kids.,11,nested_subject_a,329,x,
14,18,daily routine,plural,present,The parent who read the recipes that were new meticulously make breakfast for the kids.,12,nested_subject_b,330,x,
14,19,daily routine,plural,present,The busy parent who read the recipes that were new make breakfast for the kids.,12,nested_subject_c,331,x,
14,20,daily routine,plural,present,The busy parent who read the recipes that were new meticulously make breakfast for the kids.,13,nested_subject_d,332,x,
14,21,daily routine,plural,present,The parent who their sisters who the vets advised assisted make breakfast for the kids.,15,nested_object_a,333,x,
14,22,daily routine,plural,present,The parent who their sisters who the vets advised assisted meticulously make breakfast for the kids.,9,nested_object_b,334,x,
14,23,daily routine,plural,present,The busy parent who their sisters who the vets advised assisted make breakfast for the kids.,14,nested_object_c,335,x,
14,24,daily routine,plural,present,The busy parent who their sisters who the vets advised assisted meticulously make breakfast for the kids.,14,nested_object_d,336,x,
15,1,emotion,plural,present,The boys embrace the tender touch.,6,baseline_a,337,,
15,2,emotion,plural,present,The boys gently embrace the tender touch.,7,baseline_b,338,,
15,3,emotion,plural,present,The compassionate boys embrace the tender touch.,7,baseline_c,339,,
15,4,emotion,plural,present,The compassionate boys gently embrace the tender touch.,8,baseline_d,340,,
15,5,emotion,plural,present,The boys in the quiet corner embrace the tender touch.,10,control_a,341,,
15,6,emotion,plural,present,The boys in the quiet corner gently embrace the tender touch.,11,control_b,342,,
15,7,emotion,plural,present,The compassionate boys in the quiet corner embrace the tender touch.,11,control_c,343,,
15,8,emotion,plural,present,The compassionate boys in the quiet corner gently embrace the tender touch.,12,control_d,344,,
15,9,emotion,plural,present,The boys who cared about others embrace the tender touch.,10,standard_subject_a,345,,
15,10,emotion,plural,present,The boys who cared about others gently embrace the tender touch.,11,standard_subject_b,346,,
15,11,emotion,plural,present,The compassionate boys who cared about others embrace the tender touch.,11,standard_subject_c,347,,
15,12,emotion,plural,present,The compassionate boys who cared about others gently embrace the tender touch.,12,standard_subject_d,348,,
15,13,emotion,plural,present,The boys who the girls criticized embrace the tender touch.,10,standard_object_a,349,,
15,14,emotion,plural,present,The boys who the girls criticized gently embrace the tender touch.,11,standard_object_b,350,,
15,15,emotion,plural,present,The compassionate boys who the girls criticized embrace the tender touch.,11,standard_object_c,351,,
15,16,emotion,plural,present,The compassionate boys who the girls criticized gently embrace the tender touch.,12,standard_object_d,352,,
15,17,emotion,plural,present,The boys who read the stories that brought joy embrace the tender touch.,13,nested_subject_a,353,,
15,18,emotion,plural,present,The boys who read the stories that brought joy gently embrace the tender touch.,14,nested_subject_b,354,,
15,19,emotion,plural,present,The compassionate boys who read the stories that brought joy embrace the tender touch.,14,nested_subject_c,355,,
15,20,emotion,plural,present,The compassionate boys who read the stories that brought joy gently embrace the tender touch.,15,nested_subject_d,356,,
15,21,emotion,plural,present,The boys who the teachers who the students admired knew embrace the tender touch.,14,nested_object_a,357,,
15,22,emotion,plural,present,The boys who the teachers who the students admired knew gently embrace the tender touch.,15,nested_object_b,358,,
15,23,emotion,plural,present,The compassionate boys who the teachers who the students admired knew embrace the tender touch.,15,nested_object_c,359,,
15,24,emotion,plural,present,The compassionate boys who the teachers who the students admired knew gently embrace the tender touch.,16,nested_object_d,360,,
16,1,entertainment,singular,present,The actor plays the role on stage.,7,baseline_a,361,,
16,2,entertainment,singular,present,The actor skillfully plays the role on stage.,8,baseline_b,362,,
16,3,entertainment,singular,present,The experienced actor plays the role on stage.,8,baseline_c,363,,
16,4,entertainment,singular,present,The experienced actor skillfully plays the role on stage.,9,baseline_d,364,,
16,5,entertainment,singular,present,The actor in the theater plays the role on stage.,10,control_a,365,,
16,6,entertainment,singular,present,The actor in the theater skillfully plays the role on stage.,11,control_b,366,,
16,7,entertainment,singular,present,The experienced actor in the theater plays the role on stage.,11,control_c,367,,
16,8,entertainment,singular,present,The experienced actor in the theater skillfully plays the role on stage.,12,control_d,368,,
16,9,entertainment,singular,present,The actor who studied his lines plays the role on stage.,11,standard_subject_a,369,,
16,10,entertainment,singular,present,The actor who studied his lines skillfully plays the role on stage.,12,standard_subject_b,370,,
16,11,entertainment,singular,present,The experienced actor who studied his lines plays the role on stage.,12,standard_subject_c,371,,
16,12,entertainment,singular,present,The experienced actor who studied his lines skillfully plays the role on stage.,13,standard_subject_d,372,,
16,13,entertainment,singular,present,The actor who the director trained plays the role on stage.,11,standard_object_a,373,,
16,14,entertainment,singular,present,The actor who the director trained skillfully plays the role on stage.,12,standard_object_b,374,,
16,15,entertainment,singular,present,The experienced actor who the director trained plays the role on stage.,12,standard_object_c,375,,
16,16,entertainment,singular,present,The experienced actor who the director trained skillfully plays the role on stage.,13,standard_object_d,376,,
16,17,entertainment,singular,present,The actor who mastered the scene that had complex dialogue plays the role on stage.,15,nested_subject_a,377,,
16,18,entertainment,singular,present,The actor who mastered the scene that had complex dialogue skillfully plays the role on stage.,16,nested_subject_b,378,,
16,19,entertainment,singular,present,The experienced actor who mastered the scene that had complex dialogue plays the role on stage.,16,nested_subject_c,379,,
16,20,entertainment,singular,present,The experienced actor who mastered the scene that had complex dialogue skillfully plays the role on stage.,17,nested_subject_d,380,,
16,21,entertainment,singular,present,The actor who the assistant who the producer trusted helped plays the role on stage.,15,nested_object_a,381,,
16,22,entertainment,singular,present,The actor who the assistant who the producer trusted helped skillfully plays the role on stage.,16,nested_object_b,382,,
16,23,entertainment,singular,present,The experienced actor who the assistant who the producer trusted helped plays the role on stage.,16,nested_object_c,383,,
16,24,entertainment,singular,present,The experienced actor who the assistant who the producer trusted helped skillfully plays the role on stage.,17,nested_object_d,384,,
17,15,entertainment,singular,present,The boy watches movies.,3,baseline_a,385,,
17,16,entertainment,singular,present,The boy carefully watches movies.,4,baseline_b,386,,
17,17,entertainment,singular,present,The young boy watches movies.,4,baseline_c,387,,
17,18,entertainment,singular,present,The young boy carefully watches movies.,5,baseline_d,388,,
17,19,entertainment,singular,present,The boy at the theater watches movies.,6,control_a,389,,
17,20,entertainment,singular,present,The boy at the theater carefully watches movies.,7,control_b,390,,
17,21,entertainment,singular,present,The young boy at the theater watches movies.,7,control_c,391,,
17,22,entertainment,singular,present,The young boy at the theater carefully watches movies.,8,control_d,392,,
17,23,entertainment,singular,present,The boy who loved Hollywood watches movies.,6,standard_subject_a,393,,
17,24,entertainment,singular,present,The boy who loved Hollywood carefully watches movies.,7,standard_subject_b,394,,
17,25,entertainment,singular,present,The young boy who loved Hollywood watches movies.,7,standard_subject_c,395,,
17,26,entertainment,singular,present,The young boy who loved Hollywood carefully watches movies.,8,standard_subject_d,396,,
17,27,entertainment,singular,present,The boy who the critic hated watches movies.,7,standard_object_a,397,x,
17,28,entertainment,singular,present,The boy who the critic hated carefully watches movies.,8,standard_object_b,398,x,
17,29,entertainment,singular,present,The young boy who the critic hated watches movies.,8,standard_object_c,399,x,
17,30,entertainment,singular,present,The young boy who the critic hated carefully watches movies.,9,standard_object_d,400,x,
17,31,entertainment,singular,present,The boy who saw the poster that was funny watches movies.,10,nested_subject_a,401,,
17,32,entertainment,singular,present,The boy who saw the poster that was funny carefully watches movies.,11,nested_subject_b,402,,
17,33,entertainment,singular,present,The young boy who saw the poster that was funny watches movies.,11,nested_subject_c,403,,
17,34,entertainment,singular,present,The young boy who saw the poster that was funny carefully watches movies.,12,nested_subject_d,404,,
17,35,entertainment,singular,present,The boy who the friend who the artist invited accompanied watches movies.,11,nested_object_a,405,,
17,36,entertainment,singular,present,The boy who the friend who the artist invited accompanied carefully watches movies.,12,nested_object_b,406,,
17,37,entertainment,singular,present,The young boy who the friend who the artist invited accompanied watches movies.,12,nested_object_c,407,,
17,38,entertainment,singular,present,The young boy who the friend who the artist invited accompanied carefully watches movies.,13,nested_object_d,408,,
18,1,entertainment,plural,present,The kids play a board game.,6,baseline_a,409,,
18,2,entertainment,plural,present,The kids clumsily play a board game.,7,baseline_b,410,,
18,3,entertainment,plural,present,The smart kids play a board game.,7,baseline_c,411,,
18,4,entertainment,plural,present,The smart kids clumsily play a board game.,8,baseline_d,412,,
18,5,entertainment,plural,present,The kids in the hallway play a board game.,9,control_a,413,,
18,6,entertainment,plural,present,The kids in the hallway clumsily play a board game.,10,control_b,414,,
18,7,entertainment,plural,present,The smart kids in the hallway play a board game.,10,control_c,415,,
18,8,entertainment,plural,present,The smart kids in the hallway clumsily play a board game.,11,control_d,416,,
18,9,entertainment,plural,present,The kids who liked puzzles play a board game.,9,standard_subject_a,417,,
18,10,entertainment,plural,present,The kids who liked puzzles clumsily play a board game.,10,standard_subject_b,418,,
18,11,entertainment,plural,present,The smart kids who liked puzzles play a board game.,10,standard_subject_c,419,,
18,12,entertainment,plural,present,The smart kids who liked puzzles clumsily play a board game.,11,standard_subject_d,420,,
18,13,entertainment,plural,present,The kids who the coaches trained play a board game.,10,standard_object_a,421,,
18,14,entertainment,plural,present,The kids who the coaches trained clumsily play a board game.,11,standard_object_b,422,,
18,15,entertainment,plural,present,The smart kids who the coaches trained play a board game.,11,standard_object_c,423,,
18,16,entertainment,plural,present,The smart kids who the coaches trained clumsily play a board game.,12,standard_object_d,424,,
18,17,entertainment,plural,present,The kids who watched the cartoons that were on the TV play a board game.,15,nested_subject_a,425,,
18,18,entertainment,plural,present,The kids who watched the cartoons that were on the TV clumsily play a board game.,16,nested_subject_b,426,,
18,19,entertainment,plural,present,The smart kids who watched the cartoons that were on the TV play a board game.,16,nested_subject_c,427,,
18,20,entertainment,plural,present,The smart kids who watched the cartoons that were on the TV clumsily play a board game.,17,nested_subject_d,428,,
18,21,entertainment,plural,present,The kids who the teachers who the principals chose recommended play a board game.,14,nested_object_a,429,,
18,22,entertainment,plural,present,The kids who the teachers who the principals chose recommended clumsily play a board game.,15,nested_object_b,430,,
18,23,entertainment,plural,present,The smart kids who the teachers who the principals chose recommended play a board game.,15,nested_object_c,431,,
18,24,entertainment,plural,present,The smart kids who the teachers who the principals chose recommended clumsily play a board game.,16,nested_object_d,432,,
19,1,food,singular,present,The chef cooks the fresh vegetables.,5,baseline_a,433,,
19,2,food,singular,present,The chef thoroughly cooks the fresh vegetables.,6,baseline_b,434,,
19,3,food,singular,present,The experienced chef cooks the fresh vegetables.,6,baseline_c,435,,
19,4,food,singular,present,The experienced chef thoroughly cooks the fresh vegetables.,7,baseline_d,436,,
19,5,food,singular,present,The chef in the kitchen cooks the fresh vegetables.,7,control_a,437,x,
19,6,food,singular,present,The chef in the kitchen thoroughly cooks the fresh vegetables.,8,control_b,438,x,
19,7,food,singular,present,The experienced chef in the kitchen cooks the fresh vegetables.,8,control_c,439,x,
19,8,food,singular,present,The experienced chef in the kitchen thoroughly cooks the fresh vegetables.,9,control_d,440,x,
19,9,food,singular,present,The chef who attended the school cooks the fresh vegetables.,8,standard_subject_a,441,,
19,10,food,singular,present,The chef who attended the school thoroughly cooks the fresh vegetables.,9,standard_subject_b,442,,
19,11,food,singular,present,The experienced chef who attended the school cooks the fresh vegetables.,9,standard_subject_c,443,,
19,12,food,singular,present,The experienced chef who attended the school thoroughly cooks the fresh vegetables.,10,standard_subject_d,444,,
19,13,food,singular,present,The chef who the kitchen assistant admired cooks the fresh vegetables.,9,standard_object_a,445,,
19,14,food,singular,present,The chef who the kitchen assistant admired thoroughly cooks the fresh vegetables.,10,standard_object_b,446,,
19,15,food,singular,present,The experienced chef who the kitchen assistant admired cooks the fresh vegetables.,10,standard_object_c,447,,
19,16,food,singular,present,The experienced chef who the kitchen assistant admired thoroughly cooks the fresh vegetables.,11,standard_object_d,448,,
19,17,food,singular,present,The chef who elaborated the recipe that was unique cooks the fresh vegetables.,12,nested_subject_a,449,x,
19,18,food,singular,present,The chef who elaborated the recipe that was unique thoroughly cooks the fresh vegetables.,13,nested_subject_b,450,x,
19,19,food,singular,present,The experienced chef who elaborated the recipe that was unique cooks the fresh vegetables.,13,nested_subject_c,451,x,
19,20,food,singular,present,The experienced chef who elaborated the recipe that was unique thoroughly cooks the fresh vegetables.,14,nested_subject_d,452,x,
19,21,food,singular,present,The chef who the guest who food critic served invited cooks the fresh vegetables.,13,nested_object_a,453,,
19,22,food,singular,present,The chef who the guest who food critic served invited thoroughly cooks the fresh vegetables.,14,nested_object_b,454,,
19,23,food,singular,present,The experienced chef who the guest who food critic served invited cooks the fresh vegetables.,14,nested_object_c,455,,
19,24,food,singular,present,The experienced chef who the guest who food critic served invited thoroughly cooks the fresh vegetables.,15,nested_object_d,456,,
20,1,food,singular,present,The chef prepares the salads.,5,baseline_a,457,,
20,2,food,singular,present,The chef quickly prepares the salads.,6,baseline_b,458,x,
20,3,food,singular,present,The skilled chef prepares the salads.,6,baseline_c,459,,
20,4,food,singular,present,The skilled chef quickly prepares the salads.,7,baseline_d,460,x,
20,5,food,singular,present,The chef in the kitchen prepares the salads.,8,control_a,461,,
20,6,food,singular,present,The chef in the kitchen quickly prepares the salads.,9,control_b,462,x,
20,7,food,singular,present,The skilled chef in the kitchen prepares the salads.,9,control_c,463,,
20,8,food,singular,present,The skilled chef in the kitchen quickly prepares the salads.,10,control_d,464,x,
20,9,food,singular,present,The chef who cooked all day prepares the salads.,9,standard_subject_a,465,,
20,10,food,singular,present,The chef who cooked all day quickly prepares the salads.,10,standard_subject_b,466,x,
20,11,food,singular,present,The skilled chef who cooked all day prepares the salads.,10,standard_subject_c,467,,
20,12,food,singular,present,The skilled chef who cooked all day quickly prepares the salads.,11,standard_subject_d,468,x,
20,13,food,singular,present,The chef who the manager supervised prepares the salads.,9,standard_object_a,469,,
20,14,food,singular,present,The chef who the manager supervised quickly prepares the salads.,10,standard_object_b,470,x,
20,15,food,singular,present,The skilled chef who the manager supervised prepares the salads.,10,standard_object_c,471,,
20,16,food,singular,present,The skilled chef who the manager supervised quickly prepares the salads.,11,standard_object_d,472,x,
20,17,food,singular,present,The chef who cooked the meal that met the standards prepares the salads.,13,nested_subject_a,473,,
20,18,food,singular,present,The chef who cooked the meal that met the standards quickly prepares the salads.,14,nested_subject_b,474,x,
20,19,food,singular,present,The skilled chef who cooked the meal that met the standards prepares the salads.,14,nested_subject_c,475,,
20,20,food,singular,present,The skilled chef who cooked the meal that met the standards quickly prepares the salads.,15,nested_subject_d,476,x,
20,21,food,singular,present,The chef who the sous chef who the restaurant hired trained prepares the salads.,14,nested_object_a,477,,
20,22,food,singular,present,The chef who the sous chef who the restaurant hired trained quickly prepares the salads.,15,nested_object_b,478,x,
20,23,food,singular,present,The skilled chef who the sous chef who the restaurant hired trained prepares the salads.,15,nested_object_c,479,,
20,24,food,singular,present,The skilled chef who the sous chef who the restaurant hired trained quickly prepares the salads.,16,nested_object_d,480,x,
21,1,food,plural,present,The booksellers eat the fruit.,5,baseline_a,481,,
21,2,food,plural,present,The booksellers partially eat the fruit.,6,baseline_b,482,,
21,3,food,plural,present,The hungry booksellers eat the fruit.,6,baseline_c,483,,
21,4,food,plural,present,The hungry booksellers partially eat the fruit.,7,baseline_d,484,,
21,5,food,plural,present,The booksellers at the mall eat the fruit.,7,control_a,485,,
21,6,food,plural,present,The booksellers at the mall partially eat the fruit.,8,control_b,486,,
21,7,food,plural,present,The hungry booksellers at the mall eat the fruit.,8,control_c,487,,
21,8,food,plural,present,The hungry booksellers at the mall partially eat the fruit.,9,control_d,488,,
21,9,food,plural,present,The booksellers who ordered the books eat the fruit.,8,standard_subject_a,489,,
21,10,food,plural,present,The booksellers who ordered the books partially eat the fruit.,9,standard_subject_b,490,,
21,11,food,plural,present,The hungry booksellers who ordered the books eat the fruit.,9,standard_subject_c,491,,
21,12,food,plural,present,The hungry booksellers who ordered the books partially eat the fruit.,10,standard_subject_d,492,,
21,13,food,plural,present,The booksellers who the farmers helped eat the fruit.,9,standard_object_a,493,,
21,14,food,plural,present,The booksellers who the farmers helped partially eat the fruit.,10,standard_object_b,494,,
21,15,food,plural,present,The hungry booksellers who the farmers helped eat the fruit.,10,standard_object_c,495,,
21,16,food,plural,present,The hungry booksellers who the farmers helped partially eat the fruit.,11,standard_object_d,496,,
21,17,food,plural,present,The booksellers who werehed the apples that were ripe eat the fruit.,12,nested_subject_a,497,x,
21,18,food,plural,present,The booksellers who werehed the apples that were ripe partially eat the fruit.,13,nested_subject_b,498,x,
21,19,food,plural,present,The hungry booksellers who werehed the apples that were ripe eat the fruit.,13,nested_subject_c,499,x,
21,20,food,plural,present,The hungry booksellers who werehed the apples that were ripe partially eat the fruit.,14,nested_subject_d,500,x,
21,21,food,plural,present,The booksellers who the boys who the librarians recommended trusted eat the fruit.,13,nested_object_a,501,,
21,22,food,plural,present,The booksellers who the boys who the librarians recommended trusted partially eat the fruit.,14,nested_object_b,502,,
21,23,food,plural,present,The hungry booksellers who the boys who the librarians recommended trusted eat the fruit.,14,nested_object_c,503,,
21,24,food,plural,present,The hungry booksellers who the boys who the librarians recommended trusted partially eat the fruit.,15,nested_object_d,504,,
22,1,food,plural,present,The bakers make the cake.,5,baseline_a,505,,
22,2,food,plural,present,The bakers carefully make the cake.,6,baseline_b,506,,
22,3,food,plural,present,The skilled bakers make the cake.,6,baseline_c,507,,
22,4,food,plural,present,The skilled bakers carefully make the cake.,7,baseline_d,508,,
22,5,food,plural,present,The bakers in the kitchen make the cake.,8,control_a,509,,
22,6,food,plural,present,The bakers in the kitchen carefully make the cake.,9,control_b,510,,
22,7,food,plural,present,The skilled bakers in the kitchen make the cake.,9,control_c,511,,
22,8,food,plural,present,The skilled bakers in the kitchen carefully make the cake.,10,control_d,512,,
22,9,food,plural,present,The bakers who woke up early make the cake.,9,standard_subject_a,513,,
22,10,food,plural,present,The bakers who woke up early carefully make the cake.,10,standard_subject_b,514,,
22,11,food,plural,present,The skilled bakers who woke up early make the cake.,10,standard_subject_c,515,,
22,12,food,plural,present,The skilled bakers who woke up early carefully make the cake.,11,standard_subject_d,516,,
22,13,food,plural,present,The bakers who the owners hired make the cake.,9,standard_object_a,517,,
22,14,food,plural,present,The bakers who the owners hired carefully make the cake.,10,standard_object_b,518,,
22,15,food,plural,present,The skilled bakers who the owners hired make the cake.,10,standard_object_c,519,,
22,16,food,plural,present,The skilled bakers who the owners hired carefully make the cake.,11,standard_object_d,520,,
22,17,food,plural,present,The bakers who read the recipes that had many steps make the cake.,13,nested_subject_a,521,,
22,18,food,plural,present,The bakers who read the recipes that had many steps carefully make the cake.,14,nested_subject_b,522,,
22,19,food,plural,present,The skilled bakers who read the recipes that had many steps make the cake.,14,nested_subject_c,523,,
22,20,food,plural,present,The skilled bakers who read the recipes that had many steps carefully make the cake.,15,nested_subject_d,524,,
22,21,food,plural,present,The bakers who the managers who the stores recommended promoted make the cake.,13,nested_object_a,525,,
22,22,food,plural,present,The bakers who the managers who the stores recommended promoted carefully make the cake.,14,nested_object_b,526,,
22,23,food,plural,present,The skilled bakers who the managers who the stores recommended promoted make the cake.,14,nested_object_c,527,,
22,24,food,plural,present,The skilled bakers who the managers who the stores recommended promoted carefully make the cake.,15,nested_object_d,528,,
23,1,health,plural,present,The nurses give the child medicine.,6,baseline_a,529,,
23,2,health,plural,present,The nurses carelessly give the child medicine.,7,baseline_b,530,,
23,3,health,plural,present,The experienced nurses give the child medicine.,7,baseline_c,531,,
23,4,health,plural,present,The experienced nurses carelessly give the child medicine.,8,baseline_d,532,,
23,5,health,plural,present,The nurses in the ward give the child medicine.,9,control_a,533,,
23,6,health,plural,present,The nurses in the ward carelessly give the child medicine.,10,control_b,534,,
23,7,health,plural,present,The experienced nurses in the ward give the child medicine.,10,control_c,535,,
23,8,health,plural,present,The experienced nurses in the ward carelessly give the child medicine.,11,control_d,536,,
23,9,health,plural,present,The nurses who studied abroad give the child medicine.,9,standard_subject_a,537,,
23,10,health,plural,present,The nurses who studied abroad carelessly give the child medicine.,10,standard_subject_b,538,,
23,11,health,plural,present,The experienced nurses who studied abroad give the child medicine.,10,standard_subject_c,539,,
23,12,health,plural,present,The experienced nurses who studied abroad carelessly give the child medicine.,11,standard_subject_d,540,,
23,13,health,plural,present,The nurses whom the doctors trusted give the child medicine.,10,standard_object_a,541,,
23,14,health,plural,present,The nurses whom the doctors trusted carelessly give the child medicine.,11,standard_object_b,542,,
23,15,health,plural,present,The experienced nurses whom the doctors trusted give the child medicine.,11,standard_object_c,543,,
23,16,health,plural,present,The experienced nurses whom the doctors trusted carelessly give the child medicine.,12,standard_object_d,544,,
23,17,health,plural,present,The nurses who studied the files that were misplaced give the child medicine.,13,nested_subject_a,545,x,
23,18,health,plural,present,The nurses who studied the files that were misplaced carelessly give the child medicine.,14,nested_subject_b,546,x,
23,19,health,plural,present,The experienced nurses who studied the files that were misplaced give the child medicine.,14,nested_subject_c,547,x,
23,20,health,plural,present,The experienced nurses who studied the files that were misplaced carelessly give the child medicine.,15,nested_subject_d,548,x,
23,21,health,plural,present,The nurses whom the doctors whom the hospitals employed supervised give the child medicine.,14,nested_object_a,549,,
23,22,health,plural,present,The nurses whom the doctors whom the hospitals employed supervised carelessly give the child medicine.,15,nested_object_b,550,,
23,23,health,plural,present,The experienced nurses whom the doctors whom the hospitals employed supervised give the child medicine.,15,nested_object_c,551,,
23,24,health,plural,present,The experienced nurses whom the doctors whom the hospitals employed supervised carelessly give the child medicine.,16,nested_object_d,552,,
24,1,health,plural,present,The patients endure the pain.,4,baseline_a,553,,
24,2,health,plural,present,The patients bravely endure the pain.,5,baseline_b,554,,
24,3,health,plural,present,The sick patients endure the pain.,5,baseline_c,555,,
24,4,health,plural,present,The sick patients bravely endure the pain.,6,baseline_d,556,,
24,5,health,plural,present,The patients in bed endure the pain.,6,control_a,557,,
24,6,health,plural,present,The patients in bed bravely endure the pain.,7,control_b,558,,
24,7,health,plural,present,The sick patients in bed endure the pain.,7,control_c,559,,
24,8,health,plural,present,The sick patients in bed bravely endure the pain.,8,control_d,560,,
24,9,health,plural,present,The patients who coughed endure the pain.,6,standard_subject_a,561,,
24,10,health,plural,present,The patients who coughed bravely endure the pain.,7,standard_subject_b,562,,
24,11,health,plural,present,The sick patients who coughed endure the pain.,7,standard_subject_c,563,,
24,12,health,plural,present,The sick patients who coughed bravely endure the pain.,8,standard_subject_d,564,,
24,13,health,plural,present,The patients who the doctors visited endure the pain.,8,standard_object_a,565,,
24,14,health,plural,present,The patients who the doctors visited bravely endure the pain.,9,standard_object_b,566,,
24,15,health,plural,present,The sick patients who the doctors visited endure the pain.,9,standard_object_c,567,,
24,16,health,plural,present,The sick patients who the doctors visited bravely endure the pain.,10,standard_object_d,568,,
24,17,health,plural,present,The patients who read the books that had a lot of advice endure the pain.,14,nested_subject_a,569,,
24,18,health,plural,present,The patients who read the books that had a lot of advice bravely endure the pain.,15,nested_subject_b,570,,
24,19,health,plural,present,The sick patients who read the books that had a lot of advice endure the pain.,15,nested_subject_c,571,,
24,20,health,plural,present,The sick patients who read the books that had a lot of advice bravely endure the pain.,16,nested_subject_d,572,,
24,21,health,plural,present,The patients who the nurses who the hospitals hired cared for endure the pain.,13,nested_object_a,573,,
24,22,health,plural,present,The patients who the nurses who the hospitals hired cared for bravely endure the pain.,14,nested_object_b,574,,
24,23,health,plural,present,The sick patients who the nurses who the hospitals hired cared for endure the pain.,14,nested_object_c,575,,
24,24,health,plural,present,The sick patients who the nurses who the hospitals hired cared for bravely endure the pain.,15,nested_object_d,576,,
25,1,housing,singular,present,The plumber fixes clogged pipes.,5,baseline_a,577,,
25,2,housing,singular,present,The plumber carefully fixes clogged pipes.,6,baseline_b,578,,
25,3,housing,singular,present,The professional plumber fixes clogged pipes.,6,baseline_c,579,,
25,4,housing,singular,present,The professional plumber carefully fixes clogged pipes.,7,baseline_d,580,,
25,5,housing,singular,present,The plumber under the sink fixes clogged pipes.,8,control_a,581,,
25,6,housing,singular,present,The plumber under the sink carefully fixes clogged pipes.,9,control_b,582,,
25,7,housing,singular,present,The professional plumber under the sink fixes clogged pipes.,9,control_c,583,,
25,8,housing,singular,present,The professional plumber under the sink carefully fixes clogged pipes.,10,control_d,584,,
25,9,housing,singular,present,The plumber who studied the diagram fixes clogged pipes.,8,standard_subject_a,585,,
25,10,housing,singular,present,The plumber who studied the diagram carefully fixes clogged pipes.,9,standard_subject_b,586,,
25,11,housing,singular,present,The professional plumber who studied the diagram fixes clogged pipes.,9,standard_subject_c,587,,
25,12,housing,singular,present,The professional plumber who studied the diagram carefully fixes clogged pipes.,10,standard_subject_d,588,,
25,13,housing,singular,present,The plumber who the constructor hired fixes clogged pipes.,9,standard_object_a,589,,
25,14,housing,singular,present,The plumber who the constructor hired carefully fixes clogged pipes.,10,standard_object_b,590,,
25,15,housing,singular,present,The professional plumber who the constructor hired fixes clogged pipes.,10,standard_object_c,591,,
25,16,housing,singular,present,The professional plumber who the constructor hired carefully fixes clogged pipes.,11,standard_object_d,592,,
25,17,housing,singular,present,The plumber who checked the pump that was sold online fixes clogged pipes.,13,nested_subject_a,593,,
25,18,housing,singular,present,The plumber who checked the pump that was sold online carefully fixes clogged pipes.,14,nested_subject_b,594,,
